股票代號,股票名稱,股數,持股權重
2330,台積電,"9,114,000",9.39%
2383,台光電,"4,125,000",8.7%
2308,台達電,"6,024,000",5.89%
3653,健策,"2,267,000",5.74%
3017,奇鋐,"3,902,000",5.42%
3665,貿聯-KY,"4,097,848",5.34%
2345,智邦,"5,231,000",5.28%
2368,金像電,"7,748,000",5.08%
8046,南電,"11,881,000",4.9%
2454,聯發科,"3,867,000",4.44%
6223,旺矽,"1,774,000",3.89%
3037,欣興,"9,287,000",3.46%
5274,信驊,"351,000",2.71%
6669,緯穎,"1,101,000",2.41%
2327,國巨*,"14,288,000",2%
3711,日月光投控,"7,654,000",1.79%
6515,穎崴,"368,000",1.75%
6805,富世達,"1,698,000",1.53%
6510,精測,"875,000",1.5%
6274,台燿,"3,019,000",1.49%
2449,京元電子,"10,503,000",1.42%
3661,世芯-KY,"694,000",1.38%
3189,景碩,"5,038,000",1.25%
2303,聯電,"30,837,000",1.08%
8358,金居,"5,558,000",0.94%
2317,鴻海,"6,927,000",0.72%
8210,勤誠,"1,051,000",0.6%
6147,頎邦,"7,884,000",0.54%
3443,創意,"271,000",0.52%
2404,漢唐,"1,091,000",0.51%
5439,高技,"2,880,000",0.5%
3264,欣銓,"4,896,000",0.48%
8996,高力,"535,000",0.28%
7769,鴻勁,"97,000",0.22%
6191,精成科,"3,985,000",0.2%
2481,強茂,"3,651,000",0.17%
3211,順達,"916,000",0.16%
3376,新日興,"1,561,000",0.16%
6415,矽力*-KY,"660,000",0.14%
4966,譜瑞-KY,"370,000",0.11%
3324,雙鴻,"170,000",0.1%
6488,環球晶,"332,000",0.09%
2313,華通,"764,000",0.08%
3217,優群,"780,000",0.07%
1303,南亞,"1,373,000",0.06%
2002,中鋼,"5,160,000",0.05%
1319,東陽,"508,000",0.02%
1815,富喬,"107,000",0.01%
2357,華碩,"15,000",0%
2439,美律,"15,000",0%
4979,華星光,"1,000",0%
5347,世界,"61,000",0%
