股票代號,股票名稱,股數,持股權重
2330,台積電,"11,960,000",9.93%
2327,國巨*,"25,098,000",9.86%
2383,台光電,"4,486,000",8.33%
2454,聯發科,"5,037,000",7.37%
3037,欣興,"15,203,000",5.6%
2345,智邦,"6,334,000",5.44%
6223,旺矽,"2,382,000",5%
2303,聯電,"86,550,000",4.9%
3017,奇鋐,"5,191,000",4.52%
6669,緯穎,"2,417,000",3.86%
2308,台達電,"5,614,000",3.77%
8046,南電,"8,949,000",3.65%
2368,金像電,"8,315,000",3.44%
3665,貿聯-KY,"4,833,848",3.19%
3711,日月光投控,"12,742,000",2.98%
6274,台燿,"5,058,000",2.93%
3653,健策,"2,267,000",2.68%
5274,信驊,"379,000",2.15%
6805,富世達,"1,811,000",1.05%
8210,勤誠,"2,267,000",1%
6515,穎崴,"252,000",0.7%
6510,精測,"636,000",0.66%
2449,京元電子,"4,481,000",0.52%
3533,嘉澤,"652,000",0.47%
6187,萬潤,"1,334,000",0.46%
6147,頎邦,"6,275,000",0.46%
2317,鴻海,"5,114,000",0.44%
5439,高技,"3,528,000",0.38%
6278,台表科,"4,334,000",0.32%
6271,同欣電,"2,966,000",0.27%
1590,亞德客-KY,"530,000",0.24%
8358,金居,"980,000",0.2%
6191,精成科,"3,988,000",0.15%
4966,譜瑞-KY,"624,000",0.14%
3264,欣銓,"1,508,000",0.12%
3376,新日興,"1,741,000",0.12%
6488,環球晶,"350,000",0.12%
2002,中鋼,"5,163,000",0.03%
8996,高力,"1,000",0%
3661,世芯-KY,"1,000",0%
1815,富喬,"107,000",0%
3443,創意,"1,000",0%
2439,美律,"1,000",0%
3008,大立光,"1,000",0%
4958,臻鼎-KY,"1,000",0%
2382,廣達,"1,000",0%
2313,華通,"1,000",0%
8150,南茂,"1,000",0%
5347,世界,"1,000",0%
2481,強茂,"5,000",0%
